_id,createdAt,isActive,pbrand,pcategory,pdesc,pidealfor,pimage,pmrp,pname,pprice
6410293a82e66dc81547f27d,2023-03-03T13:55:11.655+00:72,TRUE,Mast & Harbour,Sweatshirts,Colourblock Sweatshirt,Men,http://assets.myntassets.com/assets/images/1345932/2019/9/26/59150bc8-9f71-4cd4-b8b3-3715056033191569502987708-Mast--Harbour-Red--Navy-Colourblock-Sweatshirt-2501569502986-1.jpg,1599,Mast & Harbour Red & Navy Colourblock Sweatshirt,767
6410293a82e66dc81547f27e,2023-03-03T13:55:11.655+00:73,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/19305014/2022/9/21/9f145e95-f12a-4865-8bf5-00443c1f8c9f1663743374439-Mast--Harbour-Men-Maroon-Sweatshirt-9511663743374024-1.jpg,1499,Mast & Harbour Men Maroon Sweatshirt,699
6410293a82e66dc81547f27f,2023-03-03T13:55:11.655+00:74,TRUE,Mast & Harbour,Sweatshirts,Men Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/19111454/2022/11/2/47b86b13-de07-4554-9179-b8fcbc4b55d61667390854116-Mast--Harbour-Men-Sweatshirts-6081667390853685-1.jpg,1499,Mast & Harbour Men Khaki Solid Hooded Sweatshirt,699
6410293a82e66dc81547f280,2023-03-03T13:55:11.655+00:75,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/1859233/2018/11/21/502fb0ac-6e9c-4c30-ac0e-ff594a7cf6a21542779291231-Mast--Harbour-Men-Orange-Solid-Sweatshirt-6101542779291056-1.jpg,1499,Mast & Harbour Men Orange Solid Sweatshirt,699
6410293a82e66dc81547f281,2023-03-03T13:55:11.655+00:76,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/1859206/2019/11/30/95d388da-2bc0-486b-ba90-718630279e001575117026346-Mast--Harbour-Men-Blue-Solid-Sweatshirt-6601575117024526-1.jpg,1699,Mast & Harbour Men Blue Solid Sweatshirt,764
6410293a82e66dc81547f282,2023-03-03T13:55:11.655+00:77,TRUE,Mast & Harbour,Sweatshirts,Men Pure Cotton Sweatshirt,Men,http://assets.myntassets.com/assets/images/15635550/2022/9/28/c2caa916-7ea4-476e-8aad-574d7190498d1664361470231-Mast--Harbour-Men-Sweatshirts-6551664361469810-1.jpg,1999,Mast & Harbour Men Pure Cotton Hooded Sweatshirt,859
6410293a82e66dc81547f283,2023-03-03T13:55:11.655+00:78,TRUE,Mast & Harbour,Sweatshirts,Men Colourblocked Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136825/2019/9/18/d1b0a784-7e36-4a6c-90f7-a71cda953e1d1568792698288-Mast--Harbour-Men-Sweatshirts-8751568792697333-1.jpg,1799,Mast & Harbour Men Peach-Coloured & Navy Blue Colo,863
6410293a82e66dc81547f284,2023-03-03T13:55:11.655+00:79,TRUE,Mast & Harbour,Sweatshirts,Men Open-Front Sweatshirt,Men,http://assets.myntassets.com/assets/images/19366894/2022/11/2/ff5abe34-6314-4b7e-a3e3-34d164e2cbd71667390859868-Mast--Harbour-Men-Sweatshirts-3241667390859419-1.jpg,1699,Mast & Harbour Men Khaki Solid Open-Front Hooded S,699
6410293a82e66dc81547f285,2023-03-03T13:55:11.655+00:80,TRUE,Mast & Harbour,Sweatshirts,Men Cotton Striped Sweatshirt,Men,http://assets.myntassets.com/assets/images/15635424/2021/12/22/33a7dbd6-48a8-429a-ab78-47dc6cb4ce881640156667834-Mast--Harbour-Men-Sweatshirts-6051640156667335-1.jpg,1999,Mast & Harbour Men Red & White Pure Cotton Striped,699
6410293a82e66dc81547f286,2023-03-03T13:55:11.655+00:81,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/19110890/2022/11/22/d7476e4a-ab96-46c7-8610-9170b9b28acc1669118298569-Mast--Harbour-Men-Mustard-Yellow--Blue-Printed-Sweatshirt-38-1.jpg,1499,Mast & Harbour Men Mustard Yellow & Blue Printed S,499
6410293a82e66dc81547f287,2023-03-03T13:55:11.655+00:82,TRUE,Mast & Harbour,Sweatshirts,Cotton Embroidered Sweatshirt,Men,http://assets.myntassets.com/assets/images/15635484/2022/9/12/038df820-e736-4a7d-b807-cf731949e0311662960883739-Mast--Harbour-Men-Teal-Blue-Pure-Cotton-Embroidered-Hooded-S-1.jpg,1999,Mast & Harbour Men Teal Blue Pure Cotton Embroider,899
6410293a82e66dc81547f288,2023-03-03T13:55:11.655+00:83,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/19305024/2022/9/27/0b80a636-5f48-4bf0-85f9-fe0b90f029681664263606596-Mast--Harbour-Men-Sweatshirts-2311664263606164-1.jpg,1799,Mast & Harbour Men Solid Sweatshirt,699
6410293a82e66dc81547f289,2023-03-03T13:55:11.655+00:84,TRUE,Mast & Harbour,Sweatshirts,Pure Cotton Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/12147878/2020/12/15/4c69c15c-580a-4371-89fa-2bb9ca749d151608025232032-Mast--Harbour-Men-Pink-Pure-Cotton-Solid-Sweatshirt-68816080-1.jpg,1699,Mast & Harbour Men Pink Pure Cotton Solid Sweatshi,699
6410293a82e66dc81547f28a,2023-03-03T13:55:11.655+00:85,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/19111456/2022/10/6/a9745527-e668-43ca-a583-4c50f534c5601665039071470-Mast--Harbour-Men-Sweatshirts-8751665039071025-5.jpg,1299,Mast & Harbour Men Mustard Yellow Solid Sweatshirt,558
6410293a82e66dc81547f28b,2023-03-03T13:55:11.655+00:86,TRUE,Mast & Harbour,Sweatshirts,Men Colourblocked Sweatshirt,Men,http://assets.myntassets.com/assets/images/18930962/2022/12/22/9060445f-13cc-4ae8-b0cf-f89d739c09c51671690955655-Mast--Harbour-Men-Peach--White-Colourblocked-Round-Neck-Swea-1.jpg,1699,Mast & Harbour Men Peach & White Colourblocked Rou,699
6410293a82e66dc81547f28c,2023-03-03T13:55:11.655+00:87,TRUE,Mast & Harbour,Sweatshirts,Men Colourblocked Sweatshirt,Men,http://assets.myntassets.com/assets/images/10136841/2019/9/25/5d749651-9022-45df-ae16-bf4419ab87a31569409064545-Mast--Harbour-Men-Mustard-Yellow--Navy-Blue-Colourblocked-Sw-1.jpg,1799,Mast & Harbour Men Mustard Yellow & Navy Blue Colo,899
6410293a82e66dc81547f28d,2023-03-03T13:55:11.655+00:88,TRUE,Mast & Harbour,Sweatshirts,Men Solid Sweatshirt,Men,http://assets.myntassets.com/assets/images/18930960/2022/9/17/714a80d1-472b-4b47-9c35-d84ffabc13e11663400009433-Mast--Harbour-Men-Coral-Sweatshirt-5081663400008827-1.jpg,1499,Mast & Harbour Men Coral Orange Solid Sweatshirt,569
6410293a82e66dc81547f28e,2023-03-03T13:55:11.655+00:89,TRUE,Mast & Harbour,Sweatshirts,Men Pure Cotton Sweatshirt,Men,http://assets.myntassets.com/assets/images/15635566/2022/10/18/117b834d-af93-4b4c-8a43-2e39112a54201666070965183-Mast--Harbour-Men-Brand-Logo-Printed-Pure-Cotton-Hooded-Swea-1.jpg,1999,Mast & Harbour Men Brand Logo Printed Pure Cotton ,859
6410293a82e66dc81547f28f,2023-03-03T13:55:11.655+00:90,TRUE,Mast & Harbour,Sweatshirts,Men Solid Pullover Sweatshirt,Men,http://assets.myntassets.com/assets/images/1855483/2019/9/24/c561849d-0ff2-4ffe-add2-dccd869420321569301936543-Mast--Harbour-Men-Orange-Solid-Sweatshirt-681569301935086-1.jpg,1699,Mast & Harbour Men Rust Orange Solid Pullover Swea,764
6410293a82e66dc81547f290,2023-03-03T13:55:11.655+00:91,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/18929516/2022/9/17/3882e83b-3bf9-452b-94bf-903060597ba71663404743718-Mast--Harbour-Men-Navy-Blue-Printed-Hooded-Sweatshirt-890166-5.jpg,1999,Mast & Harbour Men Navy Blue Printed Hooded Sweats,759
6410293a82e66dc81547f291,2023-03-03T13:55:11.655+00:92,TRUE,Mast & Harbour,Sweatshirts,Men Pure Cotton Sweatshirt,Men,http://assets.myntassets.com/assets/images/15609326/2022/9/28/daf24d35-a5f5-49b7-b09a-9472f7081c661664357871325-Mast--Harbour-Men-Sweatshirts-1151664357870827-1.jpg,1599,Mast & Harbour Men Colourblocked Pure Cotton Pullo,699
6410293a82e66dc81547f292,2023-03-03T13:55:11.655+00:93,TRUE,Mast & Harbour,Sweatshirts,Print Hood Pullover Sweatshirt,Men,http://assets.myntassets.com/assets/images/11973118/2020/11/11/9d653024-4cee-453c-afe9-e90c7a9191221605088075470-Mast--Harbour-Men-Sweatshirts-661605088073387-1.jpg,1699,Mast & Harbour Men Cream-Coloured Printed Hooded P,815
6410293a82e66dc81547f293,2023-03-03T13:55:11.655+00:94,TRUE,Mast & Harbour,Sweatshirts,Men Solid Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/14442836/2021/12/2/7538abe2-7da0-432b-9102-2e77666d54491638445008221-Mast--Harbour-Men-Mauve-Solid-Hooded-Sweatshirt-724163844500-1.jpg,1899,Mast & Harbour Men Mauve Solid Hooded Sweatshirt,911
6410293a82e66dc81547f294,2023-03-03T13:55:11.655+00:95,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/14442804/2021/11/9/bf2cb87d-76c5-4a21-985b-5758bc84cad11636449008613-Mast--Harbour-Men-Sweatshirts-2071636449008134-1.jpg,1899,Mast & Harbour Men Teal Typographical Printed Hood,911
6410293a82e66dc81547f295,2023-03-03T13:55:11.655+00:96,TRUE,Mast & Harbour,Sweatshirts,Men Sweatshirt,Men,http://assets.myntassets.com/assets/images/14365946/2021/8/24/d7aa1a6f-8749-451a-b181-9241a29853721629786107128-Mast--Harbour-Men-Blue-Hooded-Sweatshirt-8051629786106408-1.jpg,1899,Mast & Harbour Men Blue Hooded Sweatshirt,911
6410293a82e66dc81547f296,2023-03-03T13:55:11.655+00:97,TRUE,Mast & Harbour,Sweatshirts,Solid Hooded Sweatshirt,Men,http://assets.myntassets.com/assets/images/12147954/2020/12/5/8428663f-704a-4ee6-a93a-dab826a3617b1607145701935-Mast--Harbour-Men-Sweatshirts-4291607145700567-1.jpg,1999,Mast & Harbour Men White Solid Hooded Sweatshirt,859
6410293a82e66dc81547f297,2023-03-03T13:55:11.655+00:98,TRUE,Mast & Harbour,Sweatshirts,Men Printed Sweatshirt,Men,http://assets.myntassets.com/assets/images/19366904/2022/9/14/0f74d8ed-7fc3-4edc-b988-c69b3e63251d1663138839795-Mast--Harbour-Men-Sweatshirts-4931663138839248-5.jpg,1999,Mast & Harbour Men Pink Printed Hooded Sweatshirt,699
6410293a82e66dc81547f298,2023-03-03T13:55:11.655+00:99,TRUE,Mast & Harbour,Sweatshirts,Solid Pullover Sweatshirt,Men,http://assets.myntassets.com/assets/images/11973002/2020/10/28/d71adebd-7399-4049-82dd-dfbc37bb272c1603892249190-Mast--Harbour-Men-Sweatshirts-1001603892247259-1.jpg,1699,Mast & Harbour Men Coral Red Solid Pullover Sweats,699
6410293a82e66dc81547f299,2023-03-03T13:55:11.655+00:100,TRUE,Bewkoof,Hoodies,Women's Black Diet Doesn't Exist Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-s-black-diet-doesnt-exist-graphic-printed-oversized-hoodie-567581-1673014565-1.jpg,2499,Women's Black Diet Doesn't Exist Graphic Printed O,969
6410293a82e66dc81547f29a,2023-03-03T13:55:11.655+00:101,TRUE,Bewkoof,Hoodies,Women's Red Mickey Mouse Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-adrenaline-rush-printed-oversized-hoodie-504093-1670255275-1.jpg,2899,Women's Red Mickey Mouse Graphic Printed Oversized,1199
6410293a82e66dc81547f29b,2023-03-03T13:55:11.655+00:102,TRUE,Bewkoof,Hoodies,Women's Purple BTS Seoul Army Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-s-purple-bts-seoul-army-graphic-printed-oversized-hoodie-567573-1673015282-1.jpg,2499,Women's Purple BTS Seoul Army Graphic Printed Over,1199
6410293a82e66dc81547f29c,2023-03-03T13:55:11.655+00:103,TRUE,Bewkoof,Hoodies,Women's Black Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-black-solid-oversized-hoodie-501273-1663660517-1.jpg,2999,Women's Black Oversized Hoodie,1119
6410293a82e66dc81547f29d,2023-03-03T13:55:11.655+00:104,TRUE,Bewkoof,Sweatshirt,Women's Pink Vibin Mickey Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-pink-vibin-mickey-graphic-printed-oversized-sweatshirt-567561-1673014931-1.jpg,2999,Women's Pink Vibin Mickey Graphic Printed Oversize,979
6410293a82e66dc81547f29e,2023-03-03T13:55:11.655+00:105,TRUE,Bewkoof,Sweatshirt,Women's Black Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-black-oversized-sweatshirt-368341-1672897279-1.jpg,1449,Women's Black Oversized Sweatshirt,489
6410293a82e66dc81547f29f,2023-03-03T13:55:11.655+00:106,TRUE,Bewkoof,Sweatshirt,Women's Green Flexin All Day Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-green-flexin-all-day-graphic-printed-oversized-sweatshirt-551590-1672830865-1.jpg,1299,Women's Green Flexin All Day Graphic Printed Overs,1089
6410293a82e66dc81547f2a0,2023-03-03T13:55:11.655+00:107,TRUE,Bewkoof,Sweatshirt,Women's Pink BTS Seoul Army Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-pink-bts-seoul-army-graphic-printed-oversized-sweatshirt-567560-1673015235-1.jpg,2999,Women's Pink BTS Seoul Army Graphic Printed Oversi,839
6410293a82e66dc81547f2a1,2023-03-03T13:55:11.655+00:108,TRUE,Bewkoof,Sweatshirt,Women's Lavender Fog Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-lavender-fog-oversized-sweatshirt-501312-1672832844-1.jpg,2299,Women's Lavender Fog Oversized Sweatshirt,919
6410293a82e66dc81547f2a2,2023-03-03T13:55:11.655+00:109,TRUE,Bewkoof,Sweatshirt,Women's Black God Of Festivals Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-black-god-of-festivals-graphic-printed-oversized-sweatshirt-567555-1672926377-1.jpg,2499,Women's Black God Of Festivals Graphic Printed Ove,969
6410293a82e66dc81547f2a3,2023-03-03T13:55:11.655+00:110,TRUE,Bewkoof,Hoodies,Women's Blue Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-deep-teal-solid-oversized-hoodie-501230-1663660442-1.jpg,2599,Women's Blue Oversized Hoodie,649
6410293a82e66dc81547f2a4,2023-03-03T13:55:11.655+00:111,TRUE,Bewkoof,Sweatshirt,Women's Black Snoopy All Over Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-black-snoopy-all-over-printed-oversized-sweatshirt-504100-1672826577-1.jpg,3399,Women's Black Snoopy All Over Printed Oversized Sw,1289
6410293a82e66dc81547f2a5,2023-03-03T13:55:11.655+00:112,TRUE,Bewkoof,Hoodies,Women's Lavender Fog Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-lavender-fog-solid-oversized-hoodie-501268-1665468253-1.jpg,2999,Women's Lavender Fog Oversized Hoodie,739
6410293a82e66dc81547f2a6,2023-03-03T13:55:11.655+00:113,TRUE,Bewkoof,Sweatshirt,Women's Black Tom & Jerry Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-black-tom-jerry-graphic-printed-oversized-sweatshirt-504090-1672823308-1.jpg,2699,Women's Black Tom & Jerry Graphic Printed Oversize,1199
6410293a82e66dc81547f2a7,2023-03-03T13:55:11.655+00:114,TRUE,Bewkoof,Hoodies,Women's Black Marble Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-black-aop-oversized-hoodie-504085-1670255831-1.jpg,3199,Women's Black Marble Printed Oversized Hoodie,1289
6410293a82e66dc81547f2a8,2023-03-03T13:55:11.655+00:115,TRUE,Bewkoof,Sweatshirt,Women's Purple & Pink Color Block Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-purple-pink-color-block-oversized-sweatshirt-504191-1672823660-1.jpg,2199,Women's Purple & Pink Color Block Oversized Sweats,799
6410293a82e66dc81547f2a9,2023-03-03T13:55:11.655+00:116,TRUE,Bewkoof,Hoodies,Women's Black Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-s-solid-black-oversized-hoodies-368338-1656174457-1.jpg,1649,Women's Black Oversized Hoodie,1199
6410293a82e66dc81547f2aa,2023-03-03T13:55:11.655+00:117,TRUE,Bewkoof,Hoodies,Women's Purple Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-lavender-fog-solid-oversized-hoodie-501320-1663262920-1.jpg,2599,Women's Purple Oversized Hoodie,619
6410293a82e66dc81547f2ab,2023-03-03T13:55:11.655+00:118,TRUE,Bewkoof,Sweatshirt,Women's Harbor Grey Super Loose Sweatshirt,Women,https://images.bewakoof.com/t540/women-harbor-gray-colorblock-oversized-sweatshirt-504141-1670307191-1.jpg,2599,Women's Harbor Grey Super Loose Sweatshirt,969
6410293a82e66dc81547f2ac,2023-03-03T13:55:11.655+00:119,TRUE,Bewkoof,Sweatshirt,Women's Pink Short Sweatshirt With Tie Up,Women,https://images.bewakoof.com/t540/women-s-solid-short-sweatshirt-with-tie-up-362043-1656188780-1.jpg,1399,Women's Pink Short Sweatshirt With Tie Up,339
6410293a82e66dc81547f2ad,2023-03-03T13:55:11.655+00:120,TRUE,Bewkoof,Sweatshirt,Women's Ginger Root Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-ginger-root-oversized-sweatshirt-501218-1672833030-1.jpg,1899,Women's Ginger Root Oversized Sweatshirt,639
6410293a82e66dc81547f2ae,2023-03-03T13:55:11.655+00:121,TRUE,Bewkoof,Hoodies,Women's Yellow Hoodie Dress,Women,https://images.bewakoof.com/t540/women-s-yellow-hoodie-dress-366303-1672411976-1.jpg,1899,Women's Yellow Hoodie Dress,969
6410293a82e66dc81547f2af,2023-03-03T13:55:11.655+00:122,TRUE,Bewkoof,Sweatshirt,Women's Black BTS Typography Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-black-printed-sweatshirt-390338-1655935542-1.JPG,1699,Women's Black BTS Typography Sweatshirt,1099
6410293a82e66dc81547f2b0,2023-03-03T13:55:11.655+00:123,TRUE,Bewkoof,Hoodies,Women's Black Zipper Hoodie,Women,https://images.bewakoof.com/t540/women-s-solid-black-zipper-hoodie-361459-1655932974-1.jpg,1949,Women's Black Zipper Hoodie,1119
6410293a82e66dc81547f2b1,2023-03-03T13:55:11.655+00:124,TRUE,Bewkoof,Hoodies,Women's Harbor Grey Zipper Hoodie,Women,https://images.bewakoof.com/t540/women-harbor-gray-solid-regular-hoodie-501271-1670307438-1.jpg,2699,Women's Harbor Grey Zipper Hoodie,979
6410293a82e66dc81547f2b2,2023-03-03T13:55:11.655+00:125,TRUE,Bewkoof,Hoodies,Women's Pink Enjoy T&J Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/enjoy-t-j-oversized-hoodie-564575-1672061416-1.jpg,2849,Women's Pink Enjoy T&J Graphic Printed Oversized H,1099
6410293a82e66dc81547f2b3,2023-03-03T13:55:11.655+00:126,TRUE,Bewkoof,Hoodies,Women's Beige Hangover Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-hangover-hoodie-printed-hoodie-559157-1672313056-1.jpg,3499,Women's Beige Hangover Typography Oversized Hoodie,1299
6410293a82e66dc81547f2b4,2023-03-03T13:55:11.655+00:127,TRUE,Bewkoof,Hoodies,Women's Beige Nostalgia Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-s-beige-nostalgia-typography-oversized-hoodie-559158-1673067640-1.jpg,3499,Women's Beige Nostalgia Typography Oversized Hoodi,1299
6410293a82e66dc81547f2b5,2023-03-03T13:55:11.655+00:128,TRUE,Bewkoof,Hoodies,Women's Purple Nostalgia Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-s-purple-nostalgia-typography-oversized-hoodie-559182-1673067791-1.jpg,3099,Women's Purple Nostalgia Typography Oversized Hood,1139
6410293a82e66dc81547f2b6,2023-03-03T13:55:11.655+00:129,TRUE,Bewkoof,Hoodies,Women's Black Anti Hero Graphic Printed Hoodie,Women,https://images.bewakoof.com/t540/women-anti-hero-printed-hoodies-559269-1670831746-1.jpg,3249,Women's Black Anti Hero Graphic Printed Hoodie,1559
6410293a82e66dc81547f2b7,2023-03-03T13:55:11.655+00:130,TRUE,Bewkoof,Hoodies,Women's Harbor Grey Hangover Typography Hoodie,Women,https://images.bewakoof.com/t540/women-hangover-hoodie-printed-hoodie-559183-1672205300-1.jpg,3099,Women's Harbor Grey Hangover Typography Hoodie,1139
6410293a82e66dc81547f2b8,2023-03-03T13:55:11.655+00:131,TRUE,Bewkoof,Sweatshirt,Women's Pink Go Buy a Brain Typography Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-go-buy-a-brain-printed-sweatshirt-559152-1672314242-1.jpg,2199,Women's Pink Go Buy a Brain Typography Oversized S,859
6410293a82e66dc81547f2b9,2023-03-03T13:55:11.655+00:132,TRUE,Bewkoof,Hoodies,Women's Lilac Hey Bhagwan Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-hey-bhagwan-printed-hoodie-559161-1672317663-1.jpg,3099,Women's Lilac Hey Bhagwan Typography Oversized Hoo,1139
6410293a82e66dc81547f2ba,2023-03-03T13:55:11.655+00:133,TRUE,Bewkoof,Sweatshirt,Women's Yellow Go Buy a Brain Typography Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-go-buy-a-brain-printed-sweatshirt-559180-1672314199-1.jpg,2199,Women's Yellow Go Buy a Brain Typography Oversized,859
6410293a82e66dc81547f2bb,2023-03-03T13:55:11.655+00:134,TRUE,Bewkoof,Hoodies,Women's Pink Nonchalance Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-nonchalance-printed-hoodie-559181-1672205304-1.jpg,3099,Women's Pink Nonchalance Typography Oversized Hood,1139
6410293a82e66dc81547f2bc,2023-03-03T13:55:11.655+00:135,TRUE,Bewkoof,Hoodies,Women's Black Hoodie,Women,https://images.bewakoof.com/t540/women-black-solid-regular-hoodie-501234-1661350752-1.jpg,2599,Women's Black Hoodie,749
6410293a82e66dc81547f2bd,2023-03-03T13:55:11.655+00:136,TRUE,Bewkoof,Sweatshirt,Women's Pink Color Block Super Loose Sweatshirt,Women,https://images.bewakoof.com/t540/women-bridal-rose-colorblock-oversized-sweatshirt-504138-1670307234-1.jpg,2599,Women's Pink Color Block Super Loose Sweatshirt,969
6410293a82e66dc81547f2be,2023-03-03T13:55:11.655+00:137,TRUE,Bewkoof,Hoodies,Women's Lilac Zipper Hoodie,Women,https://images.bewakoof.com/t540/women-s-purple-hoodie-501275-1670307148-1.jpg,2699,Women's Lilac Zipper Hoodie,629
6410293a82e66dc81547f2bf,2023-03-03T13:55:11.655+00:138,TRUE,Bewkoof,Sweatshirt,Women's Black Money Don't Jiggle Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-black-printed-sweatshirt-551024-1672823886-1.jpg,2899,Women's Black Money Don't Jiggle Graphic Printed O,1099
6410293a82e66dc81547f2c0,2023-03-03T13:55:11.655+00:139,TRUE,Bewkoof,Sweatshirt,Women's Black BTS by Universe Graphic Printed Oversized Sweatshirt,Women,https://images.bewakoof.com/t540/women-bts-by-universe-printed-sweatshirt-556910-1672828947-1.jpg,2599,Women's Black BTS by Universe Graphic Printed Over,1199
6410293a82e66dc81547f2c1,2023-03-03T13:55:11.655+00:140,TRUE,Bewkoof,Hoodies,Women's Black Mickey Humor Graphic Printed Zipper Hoodie,Women,https://images.bewakoof.com/t540/women-mickey-humor-strip-printed-hoodie-563356-1672135270-1.jpg,2999,Women's Black Mickey Humor Graphic Printed Zipper ,1209
6410293a82e66dc81547f2c2,2023-03-03T13:55:11.655+00:141,TRUE,Bewkoof,Hoodies,Women's Black Anti Hero Graphic Printed Oversized Zipper Hoodie,Women,https://images.bewakoof.com/t540/women-anti-hero-printed-hoodies-559262-1672218573-1.jpg,2899,Women's Black Anti Hero Graphic Printed Oversized ,1289
6410293a82e66dc81547f2c3,2023-03-03T13:55:11.655+00:142,TRUE,Bewkoof,Hoodies,Women's Gardenia Money Don't Jiggle Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-money-don-t-jiggle-printed-hoodies-556990-1670818481-1.jpg,3499,Women's Gardenia Money Don't Jiggle Graphic Printe,1379
6410293a82e66dc81547f2c4,2023-03-03T13:55:11.655+00:143,TRUE,Bewkoof,Hoodies,Women's Gardenia BTS by Universe Graphic Printed Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-bts-by-universe-printed-hoodies-556912-1670424563-1.jpg,3199,Women's Gardenia BTS by Universe Graphic Printed O,1379
6410293a82e66dc81547f2c5,2023-03-03T13:55:11.655+00:144,TRUE,Bewkoof,Sweatshirt,Women's Pink Relaxed Fit Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-solid-pink-sweatshirt-366301-1656148068-1.jpg,1349,Women's Pink Relaxed Fit Sweatshirt,669
6410293a82e66dc81547f2c6,2023-03-03T13:55:11.655+00:145,TRUE,Bewkoof,Sweatshirt,Women's Harbor Grey Super Loose Sweatshirt,Women,https://images.bewakoof.com/t540/women-harbor-gray-solid-super-loose-sweatshirt-501267-1671210245-1.jpg,2299,Women's Harbor Grey Super Loose Sweatshirt,909
6410293a82e66dc81547f2c7,2023-03-03T13:55:11.655+00:146,TRUE,Bewkoof,Sweatshirt,Women's Harbor Grey Plus Size Super Loose Sweatshirt,Women,https://images.bewakoof.com/t540/women-harbor-gray-solid-super-loose-plus-size-sweatshirt-501321-1671456884-1.jpg,2999,Women's Harbor Grey Plus Size Super Loose Sweatshi,979
6410293a82e66dc81547f2c8,2023-03-03T13:55:11.655+00:147,TRUE,Bewkoof,Hoodies,Women's Black Tropical Vibes Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-tropical-vibes-printed-hoodies-556998-1670422374-1.jpg,3199,Women's Black Tropical Vibes Typography Oversized ,1139
6410293a82e66dc81547f2c9,2023-03-03T13:55:11.655+00:148,TRUE,Bewkoof,Hoodies,Women's Beige Karma Circles Typography Oversized Hoodie,Women,https://images.bewakoof.com/t540/women-karma-circles-printed-hoodies-556999-1670422710-1.jpg,3499,Women's Beige Karma Circles Typography Oversized H,1469
6410293a82e66dc81547f2ca,2023-03-03T13:55:11.655+00:149,TRUE,Bewkoof,Sweatshirt,Women's Gardenia Baby Its Cold Christmas Oversized Graphic Printed Sweatshirt,Women,https://images.bewakoof.com/t540/women-s-gardenia-baby-its-cold-christmas-oversized-graphic-printed-sweatshirt-554182-1672825601-1.jpg,2599,Women's Gardenia Baby Its Cold Christmas Oversized,969
6410293a82e66dc81547f2cb,2023-03-03T13:55:11.655+00:150,TRUE,Roadster,Sweatshirts,Women Solid Sweatshirt,Women,http://assets.myntassets.com/assets/images/5829327/2018/9/6/24a5803c-8f86-456d-b534-dbc443642abc1536218261331-Roadster-Women-Sweatshirts-9281536218261057-1.jpg,1299,Roadster Women Coral Pink Solid Hooded Sweatshirt,675
